name,latitude,longitude,country
Fuentes (Asturias),43.401439,-5.142818,ES
Fuentes de Ebro,41.516347,-0.62359,ES
Gador,36.951427,-2.488178,ES
Galapagar-La Navata,40.600202,-3.981942,ES
Gallur,41.867151,-1.321261,ES
Gama,43.423067,-3.525218,ES
Gandia-Bus,38.970644,-0.180077,ES
Garrovilla-Las Vegas,38.915453,-6.474067,ES
Gaucin,36.540323,-5.38728,ES
Gava,41.303222,2.010581,ES
Genoves,38.988095,-0.480464,ES
Gerb,41.823303,0.812061,ES
Gergal,37.108244,-2.590888,ES
Gibaja,43.282189,-3.438212,ES
Gibraleon,37.367762,-6.961965,ES
Gijon,43.532191,-5.661204,ES
Gil Marquez,37.857632,-6.850202,ES
Golmes,41.640874,0.947687,ES
Gomecello,41.04222,-5.541355,ES
Grajal,42.323425,-5.013337,ES
Gran Alacant-Bus,38.233627,-0.546908,ES
Graus-Bus,42.191539,0.341334,ES
Granen,41.938013,-0.369168,ES
Grijota,42.050018,-4.585001,ES
Gros,43.321821,-1.973914,ES
Guadalajara Estacion,40.642778,-3.183056,ES
Guadalajara - Yebes,40.586494,-3.125971,ES
Guadalcanal,38.090441,-5.803336,ES
Guadalmez-Los Pedroches,38.699316,-4.929486,ES
Gualba,41.714829,2.533564,ES
Guardia de Tremp,42.086173,0.880781,ES
Guardo,42.79304,-4.854112,ES
Guardo Apeadero,42.78948,-4.852179,ES
Haro,42.584086,-2.849247,ES
Haro el Pardo,42.5776,-2.84284,ES
Hellin,38.508871,-1.688497,ES
Las Heras,40.745604,-4.057599,ES
Herrera de Pisuerga,42.5986,-4.31655,ES
Hostalric,41.747783,2.631097,ES
Hoz de Anero,43.404917,-3.666849,ES
Huelves,40.0436,-2.88567,ES
Huesa,37.7171,-3.18711,ES
Huete,40.146831,-2.681644,ES
Humanes de Mohernando,40.832259,-3.138664,ES
Illescas,40.120879,-3.842097,ES
Infiesto,43.351773,-5.369095,ES
Infiesto Apeadero,43.343944,-5.35722,ES
Irauregui,43.248424,-2.99018,ES
Irun-Hendaya,43.350484,-1.786116,ES
Izarra,42.9514,-2.90077,ES
Iznalloz,37.395125,-3.528364,ES
Jabugo-Galaroza,37.926756,-6.772715,ES
Jaca-Bus,42.57129,-0.550151,ES
Jadraque,40.930268,-2.936056,ES
Javea-Bus,38.784933,0.159763,ES
Jerez-Aeropuerto,36.751381,-6.066325,ES
Jimena de la Frontera,36.424344,-5.434015,ES
Jimera de Libar,36.660743,-5.281405,ES
Jodar-Ubeda,37.913731,-3.349272,ES
Juneda,41.544204,0.82547,ES
Karranza,43.239228,-3.358037,ES
L'Aldea-Amposta-Tortosa,40.753675,0.614295,ES
L'Ametlla de Mar,40.885996,0.800498,ES
L'Ampolla-El Perello-Deltebre,40.812078,0.708475,ES
L'Espluga de Francoli,41.400611,1.103398,ES
L'Hospitalet de l'Infant,40.995952,0.920702,ES
L'Hospitalet de Llobregat,41.364321,2.10174,ES
La Asuncion/Universidad,42.655568,-5.552349,ES
La Barosa,42.499398,-6.825565,ES
La Carrera de Siero,43.387083,-5.680445,ES
La Cobertoria,43.130234,-5.81584,ES
La Corredoria,43.388126,-5.827365,ES
La Ercina,42.807746,-5.218076,ES
La Espina,42.787907,-4.905242,ES
La Floresta,41.503196,0.925484,ES
La Frecha,43.096039,-5.798401,ES
La Garena,40.480376,-3.392852,ES
La Gineta,39.111364,-2.00027,ES
La Granja de San Vicente,42.614919,-6.282201,ES
La Hoya,37.703635,-1.595432,ES
La Llama de la Guzpena,42.771322,-5.04124,ES
La Palma del Condado,37.390505,-6.554493,ES
La Pereda-Riosa,43.277019,-5.8122,ES
La Plana-Picamoixons,41.305972,1.195052,ES
La Pobla de Segur,42.2398,0.965976,ES
La Pobla del Duc,38.906536,-0.453721,ES
La Pobla Llarga,39.082688,-0.470675,ES
La Pola de Gordon,42.853879,-5.67471,ES
La Puebla de Arganzon,42.775888,-2.841966,ES
La Puebla de Hijar,41.225717,-0.439257,ES
La Riba,41.318719,1.181703,ES
La Robla,42.804411,-5.626564,ES
La Rocica,43.547163,-5.904762,ES
La Roda de Albacete,39.199512,-2.162642,ES
La Selva del Camp,41.204916,1.137521,ES
La Vecilla,42.854041,-5.412737,ES
La Zaida-Sastago,41.321146,-0.427176,ES
Lalin,42.63243,-8.142941,ES
Lantueno-Santiurde,43.057961,-4.084302,ES
Larva,37.7771,-3.23173,ES
Las Aletas,36.544188,-6.19852,ES
Las Cabezas de San Juan,37.020077,-5.946553,ES
Las Caldas de Besaya,43.298117,-4.072625,ES
Las Cuevas,39.61938,-1.283983,ES
Las Mellizas,36.874524,-4.719372,ES
Las Navas del Marques,40.589119,-4.361557,ES
Las Rozas,40.494309,-3.867824,ES
Las Segadas,43.313605,-5.869173,ES
Las Zorreras-Navalquejigo,40.609425,-4.045972,ES
Laza-Cerdedelo,42.088,-7.40375,ES
Lebrija,36.930059,-6.086667,ES
Lechago,40.957119,-1.269537,ES
Leganes,40.329303,-3.771001,ES
Legazpi,43.05085,-2.330795,ES
Les Borges Blanques,41.521471,0.878048,ES
Les Borges del Camp,41.166837,1.021695,ES
Les Franqueses-Granollers Nord,41.617089,2.294541,ES
Lezo-Errenteria,43.315879,-1.899393,ES
Librilla,37.886323,-1.346898,ES
Lieres,43.380449,-5.582714,ES
Limpias,43.358814,-3.433324,ES
Linarejos-Pedroso,41.946867,-6.484899,ES
Linares-Baeza,38.069128,-3.58932,ES
Llames,43.368565,-5.519718,ES
Llanes,43.420622,-4.758709,ES
Llano,42.98006,-3.967631,ES
Llerena,38.237846,-6.009765,ES
Llinars del Valles,41.63798,2.404443,ES
Llodio,43.142217,-2.960435,ES
Llovio,43.440488,-5.055928,ES
Lombera,43.26598,-4.067627,ES
Longares,41.405159,-1.159114,ES
Lora del Rio,37.661215,-5.531197,ES
Lorca-San Diego,37.680704,-1.684875,ES
Loriguilla-Reva,39.485612,-0.567515,ES
Los Angeles de San Rafael,40.778584,-4.207302,ES
Los Arenales-Bus,38.254834,-0.520754,ES
Los Barrios,36.173689,-5.460263,ES
Los Campos,43.5368,-5.88512,ES
Los Carabeos,42.914304,-4.087233,ES
Los Corrales de Buelna,43.25513,-4.063789,ES
Los Corros,43.376826,-5.601672,ES
Los Milanos,37.58727,-6.919995,ES
Los Molinos-Guadarrama,40.706967,-4.067079,ES
Los Negrales,40.63846,-4.021773,ES
Los Propios-Cazorla,37.8921,-3.28254,ES
Los Santos de Maimona,38.450414,-6.362187,ES
Louredo-Valos,42.2344,-8.59688,ES
Lubian,42.0378,-6.89331,ES
Luceni,41.826286,-1.244214,ES
Lugo de Llanera,43.442385,-5.81576,ES
Lugones,43.404333,-5.812047,ES
Mendez Alvaro,40.39559,-3.678511,ES
Madrid - Atocha Cercanias,40.406287,-3.690539,ES
Madrid-Barajas T4,40.49172,-3.593599,ES
Madrid-Nuevos Ministerios,40.446613,-3.692418,ES
Madrid-Ramon y Cajal,40.488242,-3.694701,ES
Madrid-Recoletos,40.423286,-3.690907,ES
Magaz,41.976541,-4.43232,ES
Manuel-L'Enova,39.049986,-0.488923,ES
Manzanos,42.750188,-2.871792,ES
Marbella-Bus,36.519502,-4.892515,ES
Marcen-Polenino,41.882078,-0.283885,ES
Marcilla de Navarra,42.334653,-1.717074,ES
Maria de Huerva,41.539692,-0.998171,ES
Marron,43.346355,-3.420914,ES
Marca-Falset,41.131096,0.810458,ES
Massanassa,39.408925,-0.395093,ES
Matallana,42.865331,-5.522172,ES
Mataporquera,42.870374,-4.166805,ES
Matillas,40.953802,-2.843333,ES
Mave,42.723266,-4.275665,ES
Meco,40.534671,-3.298483,ES
Medina Alta Velocidad,41.291677,-4.927368,ES
Medina de las Torres,38.3477,-6.41045,ES
Medina del Campo,41.308272,-4.915434,ES
Medinaceli,41.16094,-2.422359,ES
Meirama Picardel,43.215121,-8.449492,ES
Mengibar-Artichuela,37.978058,-3.803057,ES
Mercadillo-Villasana,43.105209,-3.264469,ES
Meres,43.380961,-5.748547,ES
Mieres-Puente,43.250249,-5.782428,ES
Minaya,39.240656,-2.348234,ES
Mirabel,39.866305,-6.228994,ES
Mino,43.349625,-8.207448,ES
Moixent,38.8776,-0.753831,ES
Molledo-Portolin,43.14557,-4.039006,ES
Mollerussa,41.633359,0.831331,ES
Monfrague,39.937508,-6.100879,ES
Monreal de Ariza,41.299096,-2.112123,ES
Monreal del Campo,40.783196,-1.360975,ES
Mont-Roig del Camp,41.04489,0.990818,ES
Montaverner,38.884018,-0.491665,ES
Montblanc,41.376592,1.165379,ES
Montcada Bifurcacio,41.472102,2.181681,ES
Montcada i Reixac-Santa Maria,41.481271,2.167505,ES
Monteana,43.520798,-5.746309,ES
Montearagon,39.970751,-4.624545,ES
Montefurado,42.393784,-7.193123,ES
Montes Claros,42.941721,-4.037433,ES
Montijo,38.913583,-6.598738,ES
Montijo-El Molino,38.914042,-6.618272,ES
Monzon de Campos,42.105428,-4.502139,ES
Monzon-Rio Cinca,41.913868,0.196998,ES
Mora de Rubielos,40.123154,-0.786385,ES
Mora la Nova,41.106484,0.65356,ES
Morata de Jalon,41.475797,-1.477997,ES
Mores,41.478736,-1.566235,ES
Moriscos,41.01243,-5.583748,ES
Muriedas,43.427115,-3.84817,ES
Muriedas-Bahia,43.422186,-3.844299,ES
Muros-Bus,42.776928,-9.059425,ES
Museo del Ferrocarril,40.398498,-3.691374,ES
Nanclares-Langraiz,42.816133,-2.8044,ES
Narros del Castillo,40.866849,-5.051991,ES
Nava,43.361086,-5.508985,ES
Nava del Rey,41.334684,-5.076505,ES
Navalmoral de la Mata,39.895061,-5.54567,ES
Navarrete,40.937262,-1.261797,ES
Neda,43.495313,-8.161018,ES
Niebla,37.358341,-6.681097,ES
Nistal,42.424464,-6.008075,ES
Noblejas,39.972441,-3.442589,ES
Nonaspe,41.213779,0.242789,ES
Nubledo,43.523036,-5.869488,ES
Nueva,43.440551,-4.935365,ES
Nueva Montana,43.440038,-3.849621,ES
Nules-La Vilavella,39.852911,-0.152645,ES
Nulles-Brafim,41.250284,1.297269,ES
O Burgo Santiago,43.317767,-8.368148,ES
O Carballino,42.431584,-8.068726,ES
O Porrino,42.164119,-8.622138,ES
Ocana,39.9648,-3.485675,ES
Ogrove-Bus,42.495656,-8.861311,ES
Olite,42.484575,-1.649295,ES
Olloniego,43.29622,-5.818789,ES
Ontigola,40.000586,-3.572933,ES
Ontinyent,38.808769,-0.604569,ES
Ordes,43.037816,-8.44808,ES
Ordizia,43.052756,-2.179371,ES
Orejo,43.399654,-3.738543,ES
Oropesa de Toledo,39.915853,-5.172734,ES
Orpesa,40.092492,0.139809,ES
Ortigosa del Monte,40.832726,-4.168172,ES
Os Peares,42.452079,-7.734543,ES
Osebe,42.825329,-8.615774,ES
Osorno,42.413911,-4.357287,ES
Otero de Escarpizo,42.5138,-6.05526,ES
Otero-Herreros,40.80085,-4.203355,ES
Oviedo-Llamaquique,43.358848,-5.857389,ES
Ozanes,43.369617,-5.18362,ES
Paderne-Cantona,42.2564,-7.75311,ES
Padron,42.739096,-8.652396,ES
Padron-Barbanza,42.782593,-8.656009,ES
Palanquinos,42.460745,-5.496948,ES
Palau-Puigcercos,42.128827,0.886228,ES
Palma del Rio,37.718476,-5.292524,ES
Pancorbo,42.630587,-3.112631,ES
Panticosa-Bus,42.72375,-0.283624,ES
Paracuellos-Sabinan,41.429062,-1.567476,ES
Parbayon,43.37715,-3.892311,ES
Paredes de Melo,40.0707,-2.8513,ES
Paredes de Nava,42.150617,-4.697843,ES
Parque Principado,43.386121,-5.808766,ES
Pedralba,42.0273,-6.69672,ES
Pedrelo-Celtigos,42.83315,-7.393645,ES
Pedrola,41.805197,-1.202037,ES
Pedrosa,43.056595,-3.641898,ES
Pedroso,37.837188,-5.762337,ES
Pendueles,43.39262,-4.630244,ES
Perbes,43.378058,-8.201389,ES
Perlio,43.472346,-8.175203,ES
Pesquera,43.081872,-4.074136,ES
Pesues,43.370138,-4.480628,ES
Penaflor,37.707447,-5.341731,ES
Penaranda de Bracamonte,40.8981,-5.20647,ES
Pina de Ebro,41.4796,-0.556456,ES
Pinar de Las Rozas,40.522374,-3.881497,ES
Piramides,40.402574,-3.711529,ES
Pitiegua,41.063785,-5.474358,ES
Pitis,40.4951,-3.72664,ES
Pizarra,36.764361,-4.712046,ES
Pina,42.21151,-4.434747,ES
Pinoi,43.127079,-8.163454,ES
Plasencia de Jalon,41.684562,-1.239594,ES
Plasencia del Monte,42.202979,-0.571345,ES
Platja de Castelldefels,41.266977,1.957131,ES
Pola de Siero,43.387865,-5.664876,ES
Policlinico,43.381294,-5.187054,ES
Ponferrada-Bus,42.55307,-6.601402,ES
Ponte Taboada,42.68427,-8.207241,ES
Ponteambia,42.225801,-7.719834,ES
Pontecesures,42.722789,-8.651964,ES
Pontedeume,43.411722,-8.180246,ES
Pontevedra-Universidad,42.438532,-8.630075,ES
Porqueros,42.598612,-6.108305,ES
Portela,42.517853,-8.654184,ES
Posada,43.425125,-4.865384,ES
Posada del Bierzo,42.5401,-6.71514,ES
Posadas,37.804215,-5.106403,ES
Pousa-Crecente,42.137232,-8.235629,ES
Pozaldez,41.367459,-4.835549,ES
Pozuelo,40.447224,-3.800045,ES
Poo,43.42419,-4.780903,ES
Pradell de la Teixeta,41.133002,0.859998,ES
Prado de la Guzpena,42.783242,-5.027172,ES
Puebla de Sanabria,42.045623,-6.62682,ES
Puebla de Valverde,40.213639,-0.944982,ES
Puente Aguero,43.406615,-3.718861,ES
Puente Almuhey,42.787134,-4.974666,ES
Puente de los Fierros,43.071661,-5.769501,ES
Puente Genil,37.390152,-4.769417,ES
Puente Genil-Herrera,37.358647,-4.822092,ES
Puente San Miguel,43.358605,-4.088159,ES
Puerto Escandon,40.27313,-0.985055,ES
Puerto Real,36.532772,-6.189396,ES
Puigverd de Lleida-Artesa de Lleida,41.554353,0.730832,ES
Pujayo,43.122836,-4.08272,ES
Pumares,42.4045,-6.85887,ES
Purroy,41.477271,-1.540382,ES
Pucol,39.620468,-0.302783,ES
Quereno,42.420473,-6.829446,ES
Quero,39.50457,-3.266644,ES
Quintana de los Prados,43.079841,-3.512058,ES
Quintana del Puente,42.079719,-4.19869,ES
Quintana Redonda,41.639634,-2.609595,ES
Quintana-Raneros,42.549999,-5.637944,ES
Quintanilla de Las Torres,42.819207,-4.202717,ES
Quinto,41.423929,-0.493354,ES
Rajadell,41.732178,1.698727,ES
Recajo,42.4497,-2.33703,ES
Redondela,42.282105,-8.609553,ES
Redondela AV,42.284417,-8.603833,ES
Redondela-Picota,42.287064,-8.606793,ES
Redondo,43.063121,-3.606696,ES
Renedo,43.352996,-3.94941,ES
Requena,39.491239,-1.104333,ES
Requena Utiel,39.521901,-1.134582,ES
Riba-Roja d'Ebre,41.24881,0.480859,ES
Ribadavia,42.292997,-8.139022,ES
Ribadeo,43.536086,-7.055641,ES
Ribadesella,43.459239,-5.054616,ES
Ribaforada,41.997027,-1.515131,ES
Ricla-La Almunia,41.501092,-1.402829,ES
Riells i Viabrea-Breda,41.72673,2.569557,ES
Riglos,42.34446,-0.731623,ES
Riglos-Concilio,42.316099,-0.727083,ES
Rincon de Soto,42.22983,-1.847418,ES
Rio Ebro,43.000691,-4.134318,ES
Riudecanyes-Botarell,41.140184,0.976066,ES
Riudellots,41.895395,2.811502,ES
Robledo de Chavela,40.521331,-4.247034,ES
Robredo Ahedo,42.992663,-3.770651,ES
Roda de Mar,41.187998,1.540058,ES
Roda Monastre,41.183893,1.440134,ES
Roiz,43.328213,-4.349268,ES
Roquetas-Bus,36.796057,-2.602686,ES
Rubielos de Mora,40.118219,-0.774025,ES
Rueda de Jalon-Lumpiaque,41.63985,-1.281717,ES
Sabadell Centre,41.546515,2.115844,ES
Sabadell Nord,41.562039,2.096041,ES
Sabinan,41.443417,-1.571611,ES
Sabinanigo,42.520145,-0.372971,ES
Sabinanigo-Bus,42.52015,-0.372438,ES
Salamanca-La Alamedilla,40.966701,-5.656399,ES
Salas de Pallars,42.201783,0.925664,ES
Salillas de Jalon,41.567379,-1.326322,ES
Salinas de Pisuerga,42.855955,-4.375265,ES
Salomo,41.223586,1.376374,ES
Samper,41.181786,-0.370769,ES
San Antonio de Requena,39.522405,-1.150241,ES
San Estevo do Sil,42.427044,-7.662791,ES
San Feliz,42.683443,-5.538308,ES
San Fernando Henares,40.424976,-3.53223,ES
San Fernando-Bahia Sur,36.468185,-6.206727,ES
San Juan de Nieva,43.587929,-5.931523,ES
San Juan del Puerto,37.309557,-6.846984,ES
San Miguel de las Duenas,42.586719,-6.524092,ES
San Morales,40.983934,-5.492472,ES
San Pablo de Buceite,36.468221,-5.419281,ES
San Pedro de Rudaguera,43.362453,-4.148315,ES
San Pedro del Arroyo,40.80397,-4.871155,ES
San Pedro do Sil,42.441247,-7.703926,ES
San Rafael,40.715066,-4.181871,ES
San Roque del Acebal,43.394643,-4.730042,ES
San Severiano,36.521095,-6.280484,ES
San Vicente de Alcantara,39.381723,-7.116418,ES
San Vicente de la Barquera,43.367666,-4.40421,ES
San Yago,40.617884,-4.031113,ES
Sant Andreu Arenal,41.430707,2.183102,ES
Sant Celoni,41.685155,2.490704,ES
Sant Gabriel,38.328961,-0.508753,ES
Sant Guim de Freixenet,41.662844,1.4311,ES
Sant Jordi Desvalls,42.070325,2.964606,ES
Sant Llorenc de Montgai,41.872347,0.835915,ES
Sant Marti Sesgueioles,41.690279,1.476568,ES
Sant Miquel de Fluvia,42.175247,2.988859,ES
Sant Miquel de Gonteres,41.569159,1.97395,ES
Sant Vicenc de Castellet,41.668669,1.862519,ES
Santa Cruz de Iguna,43.169274,-4.045055,ES
Santa Cruz de la Zarza,39.973205,-3.180491,ES
Santa Cruz de Mudela,38.645111,-3.451273,ES
Santa Eugenia,40.386861,-3.609204,ES
Santa Eulalia del Campo,40.573091,-1.312901,ES
Santa Lina,41.968819,0.83223,ES
Santa Lucia,42.87503,-5.639571,ES
Santa Maria de Huerta,41.26446,-2.177915,ES
Santa Maria de la Alameda-Peguerinos,40.568821,-4.269633,ES
Santa Maria y la Pena,42.380237,-0.695819,ES
Santa Pola-Bus,38.196472,-0.561429,ES
Santander,43.46228,-3.809989,ES
Santander-Feve,43.458268,-3.810984,ES
Santas Martas,42.459801,-5.38666,ES
Santibanez de la Pena,42.818318,-4.713475,ES
Santullano,43.221331,-5.785565,ES
Sanxenxo-Bus,42.406685,-8.81279,ES
Sarinena,41.817,-0.172395,ES
Sarracin de Aliste,41.848328,-6.204318,ES
Sarrion,40.14675,-0.824382,ES
Sebares,43.362336,-5.257718,ES
Segorbe-Ciudad,39.8471,-0.482325,ES
Segovia,40.942404,-4.110484,ES
Segovia Guiomar,40.910609,-4.09571,ES
Seguers-Sant Pere Sallavinera,41.736547,1.566729,ES
Segunda Aguada,36.513418,-6.276933,ES
Segur de Calafell,41.192115,1.604547,ES
Sela,42.092169,-8.356228,ES
Selgua,41.9061,0.1484,ES
Serin,43.504815,-5.782733,ES
Setenil,36.863306,-5.12155,ES
Sevilla Santa Justa,37.391925,-5.975264,ES
Sevilla-Virgen del Rocio,37.362827,-5.975831,ES
Sierrapando,43.341795,-4.026394,ES
Siete Aguas,39.457134,-0.902705,ES
Siguenza,41.071345,-2.646433,ES
Silla,39.361748,-0.415,ES
Sils,41.807669,2.745188,ES
Sobradelo,42.414819,-6.911239,ES
Socuellamos,39.278923,-2.774385,ES
Sodupe,43.201698,-3.050813,ES
Soncillo,42.969948,-3.786319,ES
Soria,41.755226,-2.475296,ES
Sorriba,42.789921,-5.128301,ES
Soto de Duenas,43.358039,-5.226858,ES
Soto de Rey,43.306441,-5.855932,ES
Sotoscueva,43.045187,-3.688408,ES
Sueca,39.205634,-0.307862,ES
Tablada,40.705682,-4.125077,ES
Taboadela,42.2654,-7.83148,ES
Tafalla,42.525593,-1.67113,ES
Tarancon,40.006402,-3.009831,ES
Tardelcuende,41.593501,-2.639161,ES
Tardienta,41.975777,-0.538067,ES
Tarragona,41.11886,1.243387,ES
Tarrega,41.650385,1.138951,ES
Tavernes de la Valldigna,39.078832,-0.225979,ES
Teba,36.9945,-4.92394,ES
Tembleque,39.723475,-3.497496,ES
Termens,41.719449,0.764181,ES
Terrasa Est,41.567469,2.039715,ES
Terrassa,41.570084,2.014248,ES
Terrer,41.321937,-1.708858,ES
Tocina,37.609078,-5.731531,ES
Tolosa,43.135592,-2.079204,ES
Torano,43.41192,-5.117702,ES
Toro,41.512257,-5.386057,ES
Torralba,41.136625,-2.49296,ES
Torre del Bierzo,42.595664,-6.328783,ES
Torre-Pacheco,37.746981,-0.967329,ES
Torreblanca,40.212192,0.19929,ES
Torredembarra,41.1428,1.406281,ES
Torrejon de Ardoz,40.45464,-3.479598,ES
Torrellano,38.289498,-0.583004,ES
Torrijo del Campo,40.826092,-1.340543,ES
Torrijos,39.978958,-4.283953,ES
Totana,37.763099,-1.495571,ES
Traslavina,43.23324,-3.198079,ES
Treceno,43.318307,-4.309141,ES
Tremp,42.170465,0.885446,ES
Treto,43.394095,-3.472784,ES
Udalla,43.313676,-3.445494,ES
Ugao-Miraballes,43.179,-2.90274,ES
Uharte-Arakil,42.920417,-1.974912,ES
Ujo,43.206085,-5.79237,ES
Ulldecona-Alcanar-La Senia,40.595775,0.449668,ES
Ungo Nava,43.1525,-3.265754,ES
Unquera,43.374885,-4.513924,ES
Utebo,41.710864,-0.998404,ES
Utiel,39.570686,-1.201929,ES
Uxes,43.297029,-8.443765,ES
Vacarisses,41.601708,1.894063,ES
Vacarisses-Torreblanca,41.586939,1.916922,ES
Vado Cervera,42.832431,-4.491379,ES
Val de Pilas,41.230067,0.070493,ES
Valcuende,42.76645,-4.928344,ES
Valdecilla,43.454035,-3.827669,ES
Valdelagrana,36.584244,-6.21622,ES
Valdelamusa,37.787082,-6.874069,ES
Valdepenas,38.763284,-3.395576,ES
Valdetorres,38.913251,-6.069615,ES
Valencia del Ventoso,38.2575,-6.45399,ES
Valencia Fuente San Luis-Hospital la Fe,39.441385,-0.370436,ES
Valencia Joaquin Sorolla,39.458015,-0.381762,ES
Valencia Sant Isidre,39.455777,-0.408361,ES
Valencia-Cabanyal,39.469872,-0.334686,ES
Valladolid-Universidad,41.66003,-4.704423,ES
Valle de Las Casas,42.769506,-5.054571,ES
Valle Real,43.427262,-3.840251,ES
Vallecas,40.38225,-3.6241,ES
Vallfogona de Balaguer,41.754112,0.798493,ES
Valls,41.28963,1.258903,ES
Vedra-Ribadulla,42.776437,-8.428178,ES
Veguellina,42.432527,-5.889354,ES
Vellisca,40.1122,-2.79638,ES
Venta Mina-Siete Aguas,39.454527,-0.869877,ES
Verina,43.541706,-5.723144,ES
Vicalvaro,40.400884,-3.596359,ES
Vidiago,43.396989,-4.67288,ES
Vielha-Bus,42.703973,0.794421,ES
Viernoles,43.324545,-4.053658,ES
Vigo Guixar,42.234396,-8.713468,ES
Vigo Urzaiz,42.234257,-8.713612,ES
A Vila da Igrexa,43.186284,-8.46486,ES
Vila-Real,39.932951,-0.096553,ES
Vila-Seca,41.11292,1.150241,ES
Vilabella,41.240486,1.31504,ES
Viladecans,41.30928,2.02749,ES
Viladecavalls,41.563891,1.957077,ES
Vilagarcia de Arousa,42.602019,-8.762064,ES
Vilajuiga,42.324918,3.086248,ES
Vilamalla,42.217919,2.977191,ES
Vilamartin de Valdeorras,42.411762,-7.060703,ES
Vilanova de la Barca,41.686854,0.725357,ES
Vilanova de la Sal,41.927801,0.844482,ES
Vilar de Barrio,42.1633,-7.59861,ES
Vilarino de Conso - A Capela,42.070027,-7.234183,ES
Vilaverd,41.33721,1.176274,ES
Vilches,38.215706,-3.517694,ES
Villa del Rio,37.981042,-4.284186,ES
Villabante,42.464556,-5.839132,ES
Villabona de Asturias,43.461334,-5.826025,ES
Villabona Tabladiello,43.474557,-5.799067,ES
Villacanas,39.622131,-3.330224,ES
Villada,42.245138,-4.970603,ES
Villadangos,42.5215,-5.7456,ES
Villadepalos,42.536883,-6.750773,ES
Villadoz,41.16548,-1.278643,ES
Villafranca de los Barros,38.564289,-6.352281,ES
Villafranca de Navarra,42.278812,-1.746145,ES
Villafranca del Campo,40.683757,-1.358225,ES
Villahermosa,41.108497,-1.239855,ES
Villahormes,43.44189,-4.903876,ES
Villalegre,43.540115,-5.9022,ES
Villallana,43.184008,-5.814537,ES
Villamanin,42.937595,-5.658215,ES
Villamayor,43.363271,-5.302916,ES
Villanua - Letranz,42.688244,-0.523531,ES
Villanueva de Cordoba - Los Pedroches,38.255114,-4.571038,ES
Villanueva de Gallego,41.767038,-0.821236,ES
Villanueva de la Serena,38.9686,-5.79642,ES
Villaquiran,42.21578,-3.999121,ES
Villar de Gallimazo,40.951725,-5.295931,ES
Villar del Saz de Navalon,40.1692,-2.35714,ES
Villarrasa,37.386855,-6.598342,ES
Villarreal de Huerva,41.195441,-1.286724,ES
Villarrobledo,39.26072,-2.598655,ES
Villarrubia de Santiago,39.966499,-3.371925,ES
Villasequilla,39.879546,-3.728482,ES
Villaverde de los Cestos,42.5984,-6.50279,ES
Villaverde de Pontones,43.411265,-3.703384,ES
Villaverde de Trucios,43.241257,-3.25054,ES
Villaverde Tarilonte,42.814731,-4.65981,ES
Villena AVE,38.631762,-0.867701,ES
Villora,39.747072,-1.611118,ES
Vimbodi i Poblet,41.402804,1.046479,ES
Vinaixa,41.425115,0.970583,ES
Viono,43.360664,-3.964908,ES
Xativa,38.992383,-0.524601,ES
Xirivella-Alqueries,39.462348,-0.432174,ES
Yemeda-Cardenete,39.751333,-1.683868,ES
Yunquera de Henares,40.747311,-3.162998,ES
Zafra,38.413954,-6.404886,ES
Zafra Feria,38.430485,-6.403483,ES
Zalla,43.213142,-3.131563,ES
Zaragoza,41.65011,-0.891133,ES
Zaragoza Goya,41.643877,-0.891226,ES
Zaragoza Miraflores,41.633306,-0.868304,ES
Zaragoza Portillo,41.6528,-0.895789,ES
Zaramillo,43.233349,-3.015593,ES
Zarzalejo,40.53859,-4.15796,ES
Zuera,41.8773,-0.764147,ES
Zurita,43.347629,-3.991021,ES
San Sebastian,43.3182,-1.9826,ES
Guadiana del Caudillo,38.921844,-6.690275,ES
Abaran,38.208324,-1.393915,ES
Albatera,38.17902,-0.87059,ES
Alginet,39.26667,-0.46667,ES
Almargen,37.0021,-5.02178,ES
Almazcara,42.595698,-6.504251,ES
Almuradiel,38.51325,-3.49776,ES
Ampuero,43.34268,-3.41667,ES
Aranda de Duero,41.67041,-3.6892,ES
Arbizu,42.91545,-2.03917,ES
Argomaniz,42.86733,-2.54294,ES
Argomedo,42.98288,-3.76599,ES
Argonos,43.4574,-3.49013,ES
Arminon,42.7224033,-2.8720511,ES
Arroyo,42.972832,-4.05515,ES
Badalona,41.45004,2.24741,ES
Bastida,42.5899354,-2.7956557,ES
Behobia,43.340221,-1.76229,ES
Betanzos,43.28042,-8.21467,ES
Burlada,42.8264759,-1.6156261,ES
Bustio,43.3762726,-4.5202271,ES
Cabanillas,42.03249,-1.52591,ES
Caborana,43.17492,-5.75158,ES
Calabazanos,41.94349,-4.50455,ES
Cangas de Onis,43.3514,-5.12916,ES
Capdesaso,41.84286,-0.18316,ES
Cartuja Baja,41.6044812,-0.823448299999995,ES
Castanares,42.343811,-3.62682,ES
Castellar,41.7290375,1.6537541,ES
Castropodame,42.57943,-6.46837,ES
Castropol,43.52777,-7.03048,ES
Caneda,43.0180241,-4.1186646,ES
Ceceda,43.3591891,-5.4461844,ES
Cecenas,43.37361,-3.7163,ES
Cegonal,42.78699,-4.93984,ES
Celada,42.42902,-6.02984,ES
Celadilla,42.5186978,-5.8044027,ES
Cellers,42.06784,0.88182,ES
Cervera de Pisuerga,42.86676,-4.49796,ES
Chucena,37.36305,-6.39304,ES
